Country,Code,ContinentCode,Year,Gini income inequality index,Poverty percent of population,Poverty ratio percent living on less than 1.90 USD a day,Poverty ratio percent living on less than 5.50 USD a day,Percent income earned by the top 10 percent of earners
Israel,ISR,AS,2009,42.6,,0.5,8.2,30.1
Israel,ISR,AS,2010,42.6,,0.5,7.5,30.7
Israel,ISR,AS,2011,41.4,,0.2,7,29
Israel,ISR,AS,2012,41.3,,0.5,6.7,29.1
Israel,ISR,AS,2013,39.9,,0.5,5.2,28.2
Israel,ISR,AS,2014,39.8,,0.5,5.5,27.8
Israel,ISR,AS,2015,39.7,,0.5,5,28.1
Israel,ISR,AS,2016,39,,0.2,4,27.3
Israel,ISR,AS,2017,38.2,,0.5,4.2,26.5
Israel,ISR,AS,2018,38.6,,0.5,3.2,27.2
Israel,ISR,AS,2019,38.3,,0.7,4,26.7
Israel,ISR,AS,2020,37.8,,0.4,3.2,26.2
Israel,ISR,AS,2021,37.9,,0.2,3.5,26.6
Italy,ITA,EU,1977,34,,0.2,4,25.5
Italy,ITA,EU,1978,33.3,,0.5,4.2,25
Italy,ITA,EU,1979,33.3,,0.5,3.5,24.8
Italy,ITA,EU,1980,32.9,,0.2,2.5,25
Italy,ITA,EU,1981,31.6,,0,1.9,24.1
Italy,ITA,EU,1982,29.2,,0,1.2,22.2
Italy,ITA,EU,1983,29.8,,0.2,1.7,22.4
Italy,ITA,EU,1984,31.3,,0,2,23.5
Italy,ITA,EU,1986,31.2,,0.2,2.5,23.2
Italy,ITA,EU,1987,34.2,,1,2.7,24.6
Italy,ITA,EU,1989,32.1,,0,0.7,24.3
Italy,ITA,EU,1991,31,,0.2,1.7,23.2
Italy,ITA,EU,1993,35.1,,1.2,4.2,25.3
Italy,ITA,EU,1995,35.2,,0.7,3.5,25.7
Italy,ITA,EU,1998,36.7,,1.7,4,27.2
Italy,ITA,EU,2000,35.2,,1.2,3.5,26
Italy,ITA,EU,2002,34.7,,1.5,2.7,25.4
Italy,ITA,EU,2003,34.9,18.9,0.8,2.1,26.7
Italy,ITA,EU,2004,34.3,19.2,0.6,1.7,26.3
Italy,ITA,EU,2005,33.8,19.3,0.6,1.9,25.5
Italy,ITA,EU,2006,33.7,19.5,0.7,1.6,25.6
Italy,ITA,EU,2007,32.9,18.9,0.7,1.7,24.9
Italy,ITA,EU,2008,33.8,18.4,0.7,1.8,25.7
Italy,ITA,EU,2009,33.8,18.7,0.9,2.1,25.4
Italy,ITA,EU,2010,34.7,19.8,1.3,2.7,26.2
Italy,ITA,EU,2011,35.1,19.5,1.2,2.7,26.4
Italy,ITA,EU,2012,35.2,19.3,1.2,3.1,26.4
Italy,ITA,EU,2013,34.9,19.4,1.4,3.2,25.9
Italy,ITA,EU,2014,34.7,19.9,1.2,3.1,25.5
Italy,ITA,EU,2015,35.4,20.6,1.9,3.9,25.8
Italy,ITA,EU,2016,35.2,20.3,1.6,3.4,26
Italy,ITA,EU,2017,35.9,20.3,1.4,3.3,26.7
Italy,ITA,EU,2018,35.2,20.1,1.5,3.2,25.9
Italy,ITA,EU,2019,34.6,20,1,2.6,25.8
Italy,ITA,EU,2020,35.2,20.1,0.8,2.2,26.1
Italy,ITA,EU,2021,34.8,20.1,0.8,1.7,26.2
Ivory Coast,CIV,AF,1985,45.5,,8.2,55.6,35.6
Ivory Coast,CIV,AF,1986,38,,4.4,62.4,29.4
Ivory Coast,CIV,AF,1987,40.5,,9.4,68.9,32
Ivory Coast,CIV,AF,1988,36.9,,13.4,76.6,28.3
Ivory Coast,CIV,AF,1992,39.4,,27.1,84.3,29.5
Ivory Coast,CIV,AF,1995,40.6,,25.9,86.7,32.7
Ivory Coast,CIV,AF,1998,39,,30.4,87.4,30.1
Ivory Coast,CIV,AF,2002,41.3,,29.1,86.6,31.3
Ivory Coast,CIV,AF,2008,43.2,,34.4,86.6,32.6
Ivory Coast,CIV,AF,2015,41.5,44.4,33.4,87.9,31.9
Ivory Coast,CIV,AF,2018,37.2,39.5,11.5,75.6,29
Ivory Coast,CIV,AF,2021,35.3,37.5,9.7,76.4,27.8
Jamaica,JAM,NA,1988,43.2,,4.6,45.7,33.7
Jamaica,JAM,NA,1990,41.1,,2.9,49.5,32
Jamaica,JAM,NA,1993,35.7,,8.1,64.4,27.4
Jamaica,JAM,NA,1996,40.4,,2.6,42.8,32.7
Jamaica,JAM,NA,1999,44.1,,2.3,30.4,35
Jamaica,JAM,NA,2000,,18.7,,,
Jamaica,JAM,NA,2001,,16.9,,,
Jamaica,JAM,NA,2002,48.3,19.7,2.1,33.3,38
Jamaica,JAM,NA,2003,,19.1,,,
Jamaica,JAM,NA,2004,45.5,16.9,1.2,29.1,35.7
Jamaica,JAM,NA,2005,,14.8,,,
Jamaica,JAM,NA,2006,,14.3,,,
Jamaica,JAM,NA,2007,,9.9,,,
Jamaica,JAM,NA,2008,,12.3,,,
Jamaica,JAM,NA,2009,,16.5,,,
Jamaica,JAM,NA,2010,,17.6,,,
Jamaica,JAM,NA,2012,,19.9,,,
Jamaica,JAM,NA,2013,,24.6,,,
Jamaica,JAM,NA,2014,,20,,,
Jamaica,JAM,NA,2015,,21.2,,,
Jamaica,JAM,NA,2016,,17.1,,,
Jamaica,JAM,NA,2017,,19.3,,,
Jamaica,JAM,NA,2018,35.6,12.6,0.1,9.1,27.6
Jamaica,JAM,NA,2019,,11,,,
Jamaica,JAM,NA,2021,40.2,16.7,0.3,13.9,29.9
Japan,JPN,AS,2008,34.8,,0.5,2.2,25.7
Japan,JPN,AS,2010,32.1,,0,0.5,25.3
Japan,JPN,AS,2013,32.9,,0.7,1.4,26.1
Jordan,JOR,AS,1986,36.1,,0,13.7,28.1
Jordan,JOR,AS,1992,43.1,,0,32.8,34.7
Jordan,JOR,AS,1997,36.4,,0,31.6,29.8
Jordan,JOR,AS,2002,37,,0.2,22.8,29.5
Jordan,JOR,AS,2006,33.9,,0.1,13.5,27.5
Jordan,JOR,AS,2008,32.6,,0,12,26.6
Jordan,JOR,AS,2010,33.7,,0,8.2,27.4
Jordan,JOR,AS,2018,,15.7,,,
Kazakhstan,KAZ,AS,1996,35.4,,7.9,65.6,26.3
Kazakhstan,KAZ,AS,2001,36,,12.8,74.5,27.1
Kazakhstan,KAZ,AS,2002,34.8,,8.9,72.3,26.8
Kazakhstan,KAZ,AS,2003,33.7,,6.2,67.6,25.8
Kazakhstan,KAZ,AS,2004,31.8,,3.3,64.3,25.1
Kazakhstan,KAZ,AS,2005,39.8,,8.7,61.5,29.7
Kazakhstan,KAZ,AS,2006,30.2,,1,50.8,24.9
Kazakhstan,KAZ,AS,2007,30.1,,0.4,38,24.6
Kazakhstan,KAZ,AS,2008,28.5,,0.2,36.7,23.6
Kazakhstan,KAZ,AS,2009,28.2,,0.2,37.6,23.1
Kazakhstan,KAZ,AS,2010,28,,0.2,32,23.1
Kazakhstan,KAZ,AS,2011,28,,0.1,19.2,23
Kazakhstan,KAZ,AS,2012,28.2,,0,19,22.9
Kazakhstan,KAZ,AS,2013,27.1,,0,13.7,22.5
Kazakhstan,KAZ,AS,2014,27,,0,14.8,22.6
Kazakhstan,KAZ,AS,2015,26.8,,0,17.2,22.6
Kazakhstan,KAZ,AS,2016,27.2,,0.1,23.8,22.7
Kazakhstan,KAZ,AS,2017,27.5,,0,18.8,23
Kazakhstan,KAZ,AS,2018,27.8,4.3,0,14.3,23.4
Kazakhstan,KAZ,AS,2019,28,4.3,0,14.4,23.6
Kazakhstan,KAZ,AS,2020,28.7,5.3,0,13.9,24.2
Kazakhstan,KAZ,AS,2021,29.2,5.2,0,10.6,24.8
Kazakhstan,KAZ,AS,2022,,5.2,,,
Kenya,KEN,AF,1992,56.9,,26.4,74.9,47.2
Kenya,KEN,AF,1994,43.1,,25.9,83.2,33.4
Kenya,KEN,AF,1997,45,,25.4,82.1,36.2
Kenya,KEN,AF,2005,46.4,46.8,36.7,87.4,36.8
Kenya,KEN,AF,2015,40.8,36.1,29.4,85.7,31.6
Kenya,KEN,AF,2020,36.2,,35,91,28.4
Kenya,KEN,AF,2021,38.7,38.6,36.1,91.3,31.8
Kiribati,KIR,OC,2006,37,,14,77.4,29.2
Kiribati,KIR,OC,2019,27.8,21.9,1.7,68.9,22.8
Kyrgyzstan,KGZ,AS,2000,31,,38.2,95.2,24.8
Kyrgyzstan,KGZ,AS,2001,30.2,,33.4,95,23.9
Kyrgyzstan,KGZ,AS,2002,30.3,,31.1,94.6,23.9
Kyrgyzstan,KGZ,AS,2003,28.7,,25.7,94.1,23.3
Kyrgyzstan,KGZ,AS,2004,34.8,,11.6,80,27.2
Kyrgyzstan,KGZ,AS,2005,32.6,,13.6,84.7,26.1
Kyrgyzstan,KGZ,AS,2006,37.4,39.9,8.4,72.9,29.4
Kyrgyzstan,KGZ,AS,2007,33.9,35,8.8,74.2,26.5
Kyrgyzstan,KGZ,AS,2008,31.5,31.7,3.3,67.6,25.3
Kyrgyzstan,KGZ,AS,2009,29.9,31.7,1.5,67.6,24.6
Kyrgyzstan,KGZ,AS,2010,30.1,33.7,3.5,70.5,24.6
Kyrgyzstan,KGZ,AS,2011,27.8,36.8,1.3,70.6,23.5
Kyrgyzstan,KGZ,AS,2012,27.4,38,2.6,73.3,23.1
Kyrgyzstan,KGZ,AS,2013,28.8,37,2.6,73.3,23.8
Kyrgyzstan,KGZ,AS,2014,26.8,30.6,1,70.8,22.9
Kyrgyzstan,KGZ,AS,2015,29,32.1,2.2,73.8,24.8
Kyrgyzstan,KGZ,AS,2016,26.8,25.4,1.1,71.3,22.9
Kyrgyzstan,KGZ,AS,2017,27.3,25.6,1.3,70.3,23.3
Kyrgyzstan,KGZ,AS,2018,27.7,22.4,0.7,66.1,23.6
Kyrgyzstan,KGZ,AS,2019,29.7,20.1,0.7,63.7,25.8
Kyrgyzstan,KGZ,AS,2020,29,25.3,1.3,67.6,24
Kyrgyzstan,KGZ,AS,2021,28.8,33.3,0.7,62.2,24.2
Kyrgyzstan,KGZ,AS,2022,26.4,,0.3,60.1,22
Laos,LAO,AS,1992,34.3,,23.7,90.1,28
Laos,LAO,AS,1997,34.9,,43.2,94.6,29.1
Laos,LAO,AS,2002,32.6,,25.4,91.9,27
Laos,LAO,AS,2007,35.4,,19.5,88.3,29.2
Laos,LAO,AS,2012,36,,10.9,78.8,29
Laos,LAO,AS,2018,38.8,18.3,7.1,70.5,31.2
Latvia,LVA,EU,2004,36.4,19.4,2.5,19.3,28.5
Latvia,LVA,EU,2005,39,23.5,2.4,17.3,30
Latvia,LVA,EU,2006,35.6,21.2,1.6,9.4,26.8
Latvia,LVA,EU,2007,37.5,25.9,0.6,6.1,28.3
Latvia,LVA,EU,2008,37.2,26.4,1.3,7.9,27.7
Latvia,LVA,EU,2009,35.9,20.9,1.7,11.7,26.9
Latvia,LVA,EU,2010,35,19,1.7,11.9,26.2
Latvia,LVA,EU,2011,35.8,19.2,1,11.2,27.3
Latvia,LVA,EU,2012,35.2,19.4,1.1,10.4,26.6
Latvia,LVA,EU,2013,35.5,21.2,1.2,8.1,26.8
Latvia,LVA,EU,2014,35.1,22.5,0.8,7.1,26.7
Latvia,LVA,EU,2015,34.2,21.8,0.7,4.9,26.2
Latvia,LVA,EU,2016,34.3,22.1,0.6,4.6,25.8
Latvia,LVA,EU,2017,35.6,23.3,0.8,4.5,26.9
Latvia,LVA,EU,2018,35.1,22.9,0.4,3,26.9
Latvia,LVA,EU,2019,34.5,21.6,0.2,2.6,26.6
Latvia,LVA,EU,2020,35.7,23.4,0.5,2.5,27.5
Latvia,LVA,EU,2021,34.3,22.5,0.4,2.1,26.2
Latvia,LVA,EU,2022,,22.5,,,
Lebanon,LBN,AS,2011,31.8,,0,1.7,24.7
Lebanon,LBN,AS,2012,,27.4,,,
Lesotho,LSO,AF,1986,56,,54,89,43.6
Lesotho,LSO,AF,1994,63,,53.7,82.8,48.2
Lesotho,LSO,AF,2002,51.2,56.6,66.3,95.1,38.2
Lesotho,LSO,AF,2017,44.9,49.7,32.4,81,32.9
Liberia,LBR,AF,2007,36.4,,53.3,96.5,28.1
Liberia,LBR,AF,2014,33.2,54.1,25.9,90.3,26
Liberia,LBR,AF,2016,35.3,50.9,27.6,88.9,27.1
Lithuania,LTU,EU,2004,37,20.5,2.7,21.6,27.9
Lithuania,LTU,EU,2005,35.3,20,1.8,14.9,27.2
Lithuania,LTU,EU,2006,34.4,19.1,1.5,8.7,26.8
Lithuania,LTU,EU,2007,34.8,20.9,1.3,6.1,26.8
Lithuania,LTU,EU,2008,35.7,20.3,1.4,5.3,27.6
Lithuania,LTU,EU,2009,37.2,20.5,2.2,10.2,27.6
Lithuania,LTU,EU,2010,33.6,19.2,1.5,10.4,24.8
Lithuania,LTU,EU,2011,32.5,18.6,0.7,7,24.5
Lithuania,LTU,EU,2012,35.1,20.6,0.9,7,26.8
Lithuania,LTU,EU,2013,35.3,19.1,0.7,5.8,26.9
Lithuania,LTU,EU,2014,37.7,22.2,1.3,6.3,28.9
Lithuania,LTU,EU,2015,37.4,21.9,0.7,4.8,28.6
Lithuania,LTU,EU,2016,38.4,22.9,1.3,4.9,29.5
Lithuania,LTU,EU,2017,37.3,22.9,1,4.4,28.4
Lithuania,LTU,EU,2018,35.7,20.6,0.9,2.9,27.1
Lithuania,LTU,EU,2019,35.3,20.9,0.5,1.6,27.5
Lithuania,LTU,EU,2020,36,20,0.2,1.6,28.5
Lithuania,LTU,EU,2021,36.7,20.9,0.3,1.2,29.1
Luxembourg,LUX,EU,1985,26.3,,0,0.2,21.3
Luxembourg,LUX,EU,1986,28.1,,0,0.2,22.5
Luxembourg,LUX,EU,1987,29.5,,0,0.2,23.9
Luxembourg,LUX,EU,1988,28.8,,0,0,23.4
Luxembourg,LUX,EU,1989,30.8,,0,0,25.7
Luxembourg,LUX,EU,1990,27.7,,0,0,22.5
Luxembourg,LUX,EU,1991,27.2,,0,0,21.8
Luxembourg,LUX,EU,1992,27.3,,0,0,21.9
Luxembourg,LUX,EU,1993,27,,0,0,21.8
Luxembourg,LUX,EU,1994,28.1,,0,0,22.4
Luxembourg,LUX,EU,1995,28.3,,0,0,22.5
Luxembourg,LUX,EU,1996,29,,0,0.2,22.7
Luxembourg,LUX,EU,1997,29.6,,0,0,23.1
Luxembourg,LUX,EU,1998,30.6,,0,0,23.7
Luxembourg,LUX,EU,1999,30,,0,0,23.4
Luxembourg,LUX,EU,2000,30.1,,0,0,23.3
Luxembourg,LUX,EU,2001,30.9,,0,0,24.3
Luxembourg,LUX,EU,2002,31,,0,0,24.7
Luxembourg,LUX,EU,2003,30.2,,0.1,0.5,23.6
Luxembourg,LUX,EU,2004,30.2,,0,0.1,23.7
Luxembourg,LUX,EU,2005,30.8,,0,0.1,24.3
Luxembourg,LUX,EU,2006,30.9,,0,0,24.3
Luxembourg,LUX,EU,2007,31.1,,0,0,25
Luxembourg,LUX,EU,2008,32.6,,0,0.1,25.7
Luxembourg,LUX,EU,2009,31.2,,0,0.2,24.2
Luxembourg,LUX,EU,2010,30.5,,0,0.3,23.7
Luxembourg,LUX,EU,2011,32.1,,0.1,0.2,24.4
Luxembourg,LUX,EU,2012,34.3,,0,0.3,26.4
Luxembourg,LUX,EU,2013,32,,0.1,0.3,24.2
Luxembourg,LUX,EU,2014,31.2,,0.1,0.3,24.2
Luxembourg,LUX,EU,2015,32.9,,0.3,0.7,25.1
Luxembourg,LUX,EU,2016,31.7,,0.1,0.5,24.1
Luxembourg,LUX,EU,2017,34.5,,0.3,0.9,25.6
Luxembourg,LUX,EU,2018,35.4,,0.3,0.7,26.6
Luxembourg,LUX,EU,2019,34.2,,0.1,0.3,25.8
Luxembourg,LUX,EU,2020,33.4,,0,0,25
Luxembourg,LUX,EU,2021,32.7,17.3,0.1,0.3,24.5
Madagascar,MDG,AF,1980,46.8,,48.7,91.5,37
Madagascar,MDG,AF,1993,45.2,,73.3,97.5,37
Madagascar,MDG,AF,1997,39.4,,69.4,98,30.1
Madagascar,MDG,AF,1999,38.6,,66.9,97.8,28.9
Madagascar,MDG,AF,2001,47.4,70.8,71,95.9,36.6
Madagascar,MDG,AF,2005,39.9,73.2,74.2,98,32.4
Madagascar,MDG,AF,2010,42.4,71.7,80.2,98.1,34.3
Madagascar,MDG,AF,2012,42.6,70.7,80.7,98.2,33.5
Malawi,MWI,AF,1997,65.8,,58.5,93.8,61.5
Malawi,MWI,AF,2004,39.9,52.4,68.9,97.2,32.8
Malawi,MWI,AF,2010,45.5,50.7,68.4,96.2,36.9
Malawi,MWI,AF,2016,44.7,51.5,65.7,96.8,38.1
Malawi,MWI,AF,2019,38.5,50.7,70.1,97.3,31
Malaysia,MYS,AS,1984,48.5,,2.7,39.5,38.3
Malaysia,MYS,AS,1987,47,,1.7,40.1,36.9
Malaysia,MYS,AS,1989,46.2,,0.7,39.9,36.4
Malaysia,MYS,AS,1992,47.7,,1,37.1,37
Malaysia,MYS,AS,1995,48.5,,1.4,36,37.9
Malaysia,MYS,AS,1997,49.1,,0,27.6,38.4
Malaysia,MYS,AS,2003,46.4,,1.6,27.8,35.1
Malaysia,MYS,AS,2006,44.8,,0.8,22.4,33.8
Malaysia,MYS,AS,2008,45.5,,0.7,22.1,34.1
Malaysia,MYS,AS,2011,43.9,,0.1,12.9,33.2
Malaysia,MYS,AS,2013,41.3,,0,6.6,31.8
Malaysia,MYS,AS,2015,41.1,,0,4.8,31.3
Malaysia,MYS,AS,2018,41.2,,0,3.4,31.2
Malaysia,MYS,AS,2019,,8.4,,,
Malaysia,MYS,AS,2021,40.7,6.2,0,2.3,30.9
Maldives,MDV,AS,2002,41.3,,6.6,71.3,34.8
Maldives,MDV,AS,2009,38.4,,3.8,50.5,29.9
Maldives,MDV,AS,2016,31.3,,0,5.5,25.2
Maldives,MDV,AS,2019,29.3,5.4,0,3.9,23.3
Mali,MLI,AF,1994,50.2,,84.5,98,40.4
Mali,MLI,AF,2001,39.9,50.9,57.2,95.6,30
Mali,MLI,AF,2006,38.9,41.7,49.7,93.7,30.2
Mali,MLI,AF,2009,33,41.1,48.2,95.9,25.7
Mali,MLI,AF,2011,,45.4,,,
Mali,MLI,AF,2013,,47.1,,,
Mali,MLI,AF,2014,,46.9,,,
Mali,MLI,AF,2015,,47.2,,,
Mali,MLI,AF,2016,,46.8,,,
Mali,MLI,AF,2017,,44.9,,,
Mali,MLI,AF,2018,36,43.8,15.2,81,28.1
Mali,MLI,AF,2019,,42.3,,,
Mali,MLI,AF,2020,,41.9,,,
Mali,MLI,AF,2021,35.7,44.6,20.8,85.9,28.3
Malta,MLT,EU,2004,,14.3,,,
Malta,MLT,EU,2005,,14.2,,,
Malta,MLT,EU,2006,28,15.1,0.5,0.8,22
Malta,MLT,EU,2007,29.2,15.3,0.4,1.1,22.6
Malta,MLT,EU,2008,29,14.9,0.1,0.6,22.5
Malta,MLT,EU,2009,30.2,15.5,0.4,1,23.8
Malta,MLT,EU,2010,29,15.6,0.2,0.5,22.7
Malta,MLT,EU,2011,29.1,15.1,0.2,0.6,23.2
Malta,MLT,EU,2012,29.4,15.8,0.1,0.4,23.4
Malta,MLT,EU,2013,28.8,15.8,0,0.2,23.2
Malta,MLT,EU,2014,29,16.6,0,0.1,23.3
Malta,MLT,EU,2015,29.4,16.5,0.1,0.3,23.6
Malta,MLT,EU,2016,29.1,16.7,0.1,0.3,23.1
Malta,MLT,EU,2017,29.2,16.8,0.2,0.3,23.3
Malta,MLT,EU,2018,28.7,17.1,0.1,0.3,22.9
Malta,MLT,EU,2019,31,16.9,0.3,0.7,24.8
Malta,MLT,EU,2020,31.4,16.9,0.3,0.8,25.1
Malta,MLT,EU,2021,,16.7,,,
Mauritania,MRT,AF,1987,43.9,,41.4,89.8,32
Mauritania,MRT,AF,1993,49.5,,42.9,90.4,41.9
Mauritania,MRT,AF,1995,37.7,,21.8,84,28.7
Mauritania,MRT,AF,2000,39,,21.5,80.9,29.5
Mauritania,MRT,AF,2004,40.2,,18.1,82.7,32.6
Mauritania,MRT,AF,2008,35.7,,11.9,71.6,26.2
Mauritania,MRT,AF,2014,32.6,34.3,6.5,66.8,24.9
Mauritania,MRT,AF,2019,32,31.8,5.4,68,24.6
Mauritius,MUS,AF,2006,35.7,,0.3,22.8,28.7
Mauritius,MUS,AF,2012,38.5,7.9,0.4,19.4,31.6
Mauritius,MUS,AF,2017,36.8,10.3,0.1,13.5,29.9
Mexico,MEX,NA,1989,50.1,,8.7,53.5,40.2
Mexico,MEX,NA,1992,52.3,,7.9,49,41.9
Mexico,MEX,NA,1994,53.4,,7.9,47.6,43
Mexico,MEX,NA,1996,52,,14,60.4,41.2
Mexico,MEX,NA,1998,53.3,,15.2,56.7,41.8
Mexico,MEX,NA,2000,53.4,,10.7,49.9,42.4
Mexico,MEX,NA,2002,50.6,,7.5,47,39.9
Mexico,MEX,NA,2004,50.3,,7.2,44.2,39.7
Mexico,MEX,NA,2005,50.9,,7.8,42.9,40.3
Mexico,MEX,NA,2006,49.7,,5.4,39.7,39.5
Mexico,MEX,NA,2008,50.8,,6,40.2,39.7
Mexico,MEX,NA,2010,47.7,,4.7,40.2,37.2
Mexico,MEX,NA,2012,49.6,,4.2,37.3,39.6
Mexico,MEX,NA,2014,48.9,,4,40.3,39.5
Mexico,MEX,NA,2016,46.9,43.6,2.3,31.4,37.4
Mexico,MEX,NA,2018,46,41.9,1.9,28.8,36.6
Mexico,MEX,NA,2020,44.6,43.9,2.1,30.3,35.1
Mexico,MEX,NA,2022,43.5,36.3,1.2,21.8,34.4
Micronesia,FSM,OC,2005,42.4,,8.6,59.7,32.4
Micronesia,FSM,OC,2013,40.1,41.2,16,74.9,29.7
Moldova,MDA,EU,1997,36.9,,13,75.6,28.1
Moldova,MDA,EU,1998,39.5,,24,83.9,30.1
Moldova,MDA,EU,1999,42.6,,33.5,88.4,34.4
Moldova,MDA,EU,2000,36.4,,31.1,90.8,28.4
Moldova,MDA,EU,2001,38,,23.3,85.8,29.8
Moldova,MDA,EU,2002,35.8,,13.6,76.9,27.5
Moldova,MDA,EU,2003,34.9,,5.6,69.6,27.7
Moldova,MDA,EU,2004,35,,6.6,70.2,27.7
Moldova,MDA,EU,2005,36.3,,10.9,75.3,28.4
Moldova,MDA,EU,2006,35.4,,2,41.9,27.4
Moldova,MDA,EU,2007,34.4,,1,32.5,26.8
Moldova,MDA,EU,2008,34.7,,1,34,27.1
Moldova,MDA,EU,2009,32.9,,0.7,33,25
Moldova,MDA,EU,2010,32.1,,0.4,30.1,25.4
Moldova,MDA,EU,2011,30.6,,0.2,27,24.5
Moldova,MDA,EU,2012,29.2,,0.1,25.9,23.6
Moldova,MDA,EU,2013,28.5,,0,21.1,23.2
Moldova,MDA,EU,2014,26.8,,0,19.9,22.1
Moldova,MDA,EU,2015,27,,0,17.7,22.5
Moldova,MDA,EU,2016,26.3,,0.1,17.7,22.7
Moldova,MDA,EU,2017,25.9,,0,17.5,21.7
Moldova,MDA,EU,2018,25.7,,0,14.6,21.9
Moldova,MDA,EU,2019,26,25.2,0,14.7,22
Moldova,MDA,EU,2020,,26.8,,,
Moldova,MDA,EU,2021,25.7,24.5,0,14.4,22.1
Moldova,MDA,EU,2022,,31.1,,,
Mongolia,MNG,AS,1995,33.2,,14.8,79.3,25
Mongolia,MNG,AS,1998,30.3,,28.4,94.1,22.9
Mongolia,MNG,AS,2002,32.9,,11.6,77.1,24.6
Mongolia,MNG,AS,2007,35.8,,1.7,50.6,27.7
Mongolia,MNG,AS,2010,33.1,,1.1,49,25.7
Mongolia,MNG,AS,2011,33.9,,0.9,43.7,26.6
Mongolia,MNG,AS,2012,33.8,,0.5,34,26.2
Mongolia,MNG,AS,2014,32,,0.3,28.1,25.5
Mongolia,MNG,AS,2016,32.3,,0.7,41.9,25.6
Mongolia,MNG,AS,2018,32.7,,0.7,38.3,25.7
Mongolia,MNG,AS,2022,31.4,27.1,0.2,22.1,24.6
Montenegro,MNE,EU,2012,41.2,25.2,3,26.3,28.7
Montenegro,MNE,EU,2013,39,24.1,3,23.3,27.2
Montenegro,MNE,EU,2014,38.8,24.4,1.6,22.6,26.9
Montenegro,MNE,EU,2015,39,24,1.3,21.3,27.7
Montenegro,MNE,EU,2016,38.5,23.6,2.5,17.3,27.7
Montenegro,MNE,EU,2017,36.9,23.8,3.3,17.2,26
Montenegro,MNE,EU,2018,36.8,24.5,2.8,18.5,26
Montenegro,MNE,EU,2019,35.7,22.6,2,15.2,25.3
Montenegro,MNE,EU,2020,35.4,21.2,1.8,15.4,25.4
Montenegro,MNE,EU,2021,34.3,20.3,2,12.2,24.7
Morocco,MAR,AF,1984,36.5,,13.2,77.4,28.8
Morocco,MAR,AF,1990,39.2,,4.7,59.1,30.7
Morocco,MAR,AF,1998,39.4,,8.4,68.4,30.8
Morocco,MAR,AF,2000,40.6,15.3,7.9,68.2,32.1
Morocco,MAR,AF,2006,40.7,,4.2,59.2,33.1
Morocco,MAR,AF,2007,,8.9,,,
Morocco,MAR,AF,2013,39.5,4.8,1.4,42.1,31.9
Mozambique,MOZ,AF,1996,53.3,,82.7,97.2,43.7
Mozambique,MOZ,AF,2002,47,54.1,80.6,97.5,39.3
Mozambique,MOZ,AF,2008,45.5,54.7,70.8,97,36.8
Mozambique,MOZ,AF,2014,54,46.1,64.6,93.6,45.5
Mozambique,MOZ,AF,2019,50.3,,74.5,96.1,41.1
Namibia,NAM,AF,2003,63.3,37.7,35.9,78,54.8
Namibia,NAM,AF,2009,61,28.7,26.9,73.3,51.8
Namibia,NAM,AF,2015,59.1,17.4,15.6,57.3,47.2
Nepal,NPL,AS,1995,35.2,,55.2,96.6,29
Nepal,NPL,AS,2003,43.8,,40.3,89.7,36.9
Nepal,NPL,AS,2010,32.8,,8.2,80.4,26.4
Nepal,NPL,AS,2022,30,20.3,0.4,44.1,24.2
Netherlands,NLD,EU,1983,28.4,,0.5,3,22.2
Netherlands,NLD,EU,1987,26.8,,0.2,0.7,21.6
Netherlands,NLD,EU,1990,31.1,,1,1.7,24.1
Netherlands,NLD,EU,1993,30.4,,1.2,3,22.4
Netherlands,NLD,EU,1999,28.1,,0.2,0.7,21.4
Netherlands,NLD,EU,2004,29.8,,0.2,0.8,23.7
Netherlands,NLD,EU,2005,29,,0.1,0.5,23.4
Netherlands,NLD,EU,2006,30,,0,0.2,24.7
Netherlands,NLD,EU,2007,29.6,,0,0.4,24.1
Netherlands,NLD,EU,2008,29.3,,0.1,0.6,23.7
Netherlands,NLD,EU,2009,27.9,,0.1,0.4,22.4
Netherlands,NLD,EU,2010,27.8,,0,0.2,22.4
Netherlands,NLD,EU,2011,27.8,,0.1,0.4,22.6
Netherlands,NLD,EU,2012,27.6,,0.1,0.2,22.5
Netherlands,NLD,EU,2013,28.1,,0.1,0.3,22.8
Netherlands,NLD,EU,2014,28.6,,0.1,0.4,23.3
Netherlands,NLD,EU,2015,28.2,12.7,0.1,0.4,23
Netherlands,NLD,EU,2016,28.2,13.2,0,0.4,22.9
Netherlands,NLD,EU,2017,28.5,13.3,0.2,0.4,23.3
Netherlands,NLD,EU,2018,28.1,13.2,0.1,0.4,23
Netherlands,NLD,EU,2019,29.2,13.4,0.1,0.4,23.9
Netherlands,NLD,EU,2020,26,14.4,0,0.2,21.6
Netherlands,NLD,EU,2021,25.7,14.5,0.1,0.3,21.4
Nicaragua,NIC,NA,1993,57.1,,38.3,79.2,44.1
Nicaragua,NIC,NA,1998,54.4,,25.8,74.2,43.4
Nicaragua,NIC,NA,2001,52.9,45.8,17.8,69,42.9
Nicaragua,NIC,NA,2005,48.8,48.3,9.1,61,39.6
Nicaragua,NIC,NA,2009,43.9,42.5,8.3,57.1,34.2
Nicaragua,NIC,NA,2014,46.2,29.6,3.9,42.1,37.2
Nicaragua,NIC,NA,2016,,24.9,,,
